Date,ConfigStamp,Device,Platform,Policy,Result,Remediation config
09/19/19,10/22/15,dc1-acc-sw507.corp.cfg,NXOS,2 - AAA,FAIL,aaa authentication login default group tacacs-servers aaa authentication login console group tacacs-servers aaa authorization config-commands default group tacacs-servers local aaa authorization commands default group tacacs-servers aaa accounting default group tacacs-servers 
09/19/19,10/22/15,dc1-acc-sw507.corp.cfg,NXOS,3 - MGMT,PASS,
09/19/19,10/22/15,dc1-acc-sw507.corp.cfg,NXOS,4 - MGMT Routing,PASS,
09/19/19,10/22/15,dc1-acc-sw507.corp.cfg,NXOS,5 - NTP,FAIL,ntp server 192.168.20.3 use-vrf management ntp server 192.168.20.4 use-vrf management ntp server 192.168.20.5 use-vrf management ntp server 192.168.20.6 use-vrf management 
09/19/19,10/22/15,dc1-acc-sw507.corp.cfg,NXOS,6 - DNS,FAIL,ip domain-name net.yoyodyne.com ip name-server 192.168.20.1 192.168.20.2 use-vrf management 
09/19/19,10/22/15,dc1-acc-sw507.corp.cfg,NXOS,8 - SNMP AUTH,PASS,
09/19/19,10/22/15,dc1-acc-sw507.corp.cfg,NXOS,9 - SNMP CFG,FAIL,snmp-server host 172.27.75.15 use-vrf management snmp-server host 172.27.75.22 use-vrf management snmp-server host 172.27.75.23 use-vrf management snmp-server host 138.69.236.138 use-vrf management snmp-server host 138.69.236.137 use-vrf management snmp-server host 172.27.75.21 use-vrf management snmp-server host 153.6.140.105 use-vrf management snmp-server host 153.6.140.140 use-vrf management snmp-server source-interface traps mgmt0 snmp-server host 172.27.75.15 traps version 2c <user input> 
09/19/19,10/22/15,dc1-acc-sw507.corp.cfg,NXOS,10 - IDENTITY,PASS,
09/19/19,10/22/15,dc1-acc-sw507.corp.cfg,NXOS,11 - BANNER,FAIL,Computer System Terms of Use <user input> 
09/19/19,10/22/15,dc1-acc-sw507.corp.cfg,NXOS,12 - SSH,PASS,
09/19/19,10/22/15,dc1-acc-sw507.corp.cfg,NXOS,13 - BOOT,PASS,
09/19/19,10/22/15,dc1-acc-sw507.corp.cfg,NXOS,15 - INT SEC,PASS,service timestamps log date time msec localtime show-timezone service timestamps debug datetime msec localtime show-timezone service password-encryption service tcp-keepalives-in service tcp-keepalives-out no service udp-small-servers no service tcp-small-servers no service finger no service pad service sequence-numbers 
09/19/19,10/22/15,dc1-acc-sw507.corp.cfg,NXOS,16 - RAPID ACL,PASS,boot system flash <user input> 
09/19/19,10/22/15,dc1-acc-sw507.corp.cfg,NXOS,17 - SNMP LOG,PASS,ip rcmd remote-host netadmin 153.7.254.114 netadmin ip rcmd rsh-enable 
09/19/19,10/22/15,dc1-acc-sw507.corp.cfg,NXOS,18 - INT DESCR,PASS,ip tacacs source-interface loopback0 ip tftp source-interface Loopback0 logging source-interface Loopback0 snmp-server trap-source Loopback0 
09/19/19,10/22/15,dc1-acc-sw507.corp.cfg,NXOS,19 - INT SEC,PASS,interface Vlan1  no ip bootp server  no ip http server  no ip http secure-server  no ip source-route  no ip identd 
09/19/19,10/22/15,dc1-acc-sw507.corp.cfg,NXOS,20 - IP SEC,PASS,interface Vlan1  no ip source-route 
09/19/19,10/22/15,dc1-acc-sw507.corp.cfg,NXOS,21 - LOGGING,PASS,interface Vlan1  logging server 172.27.75.31 use-vrf management  logging server 153.6.140.100 use-vrf management 
==============================
09/19/19,10/22/15,dc1-acc-sw552.prod.cfg,NXOS,1 - TACACS,PASS,
09/19/19,10/22/15,dc1-acc-sw552.prod.cfg,NXOS,2 - AAA,FAIL,aaa authentication login default group tacacs-servers aaa authentication login console group tacacs-servers aaa authorization config-commands default group tacacs-servers local aaa authorization commands default group tacacs-servers aaa accounting default group tacacs-servers 
09/19/19,10/22/15,dc1-acc-sw552.prod.cfg,NXOS,3 - MGMT,PASS,
09/19/19,10/22/15,dc1-acc-sw552.prod.cfg,NXOS,4 - MGMT Routing,PASS,
09/19/19,10/22/15,dc1-acc-sw552.prod.cfg,NXOS,5 - NTP,FAIL,ntp server 192.168.20.3 use-vrf management ntp server 192.168.20.4 use-vrf management ntp server 192.168.20.5 use-vrf management ntp server 192.168.20.6 use-vrf management 
09/19/19,10/22/15,dc1-acc-sw552.prod.cfg,NXOS,6 - DNS,FAIL,ip domain-name net.yoyodyne.com ip name-server 192.168.20.1 192.168.20.2 use-vrf management 
09/19/19,10/22/15,dc1-acc-sw552.prod.cfg,NXOS,8 - SNMP AUTH,PASS,
09/19/19,10/22/15,dc1-acc-sw552.prod.cfg,NXOS,9 - SNMP CFG,FAIL,snmp-server host 172.27.75.15 use-vrf management snmp-server host 172.27.75.22 use-vrf management snmp-server host 172.27.75.23 use-vrf management snmp-server host 138.69.236.138 use-vrf management snmp-server host 138.69.236.137 use-vrf management snmp-server host 172.27.75.21 use-vrf management snmp-server host 153.6.140.105 use-vrf management snmp-server host 153.6.140.140 use-vrf management snmp-server source-interface traps mgmt0 snmp-server host 172.27.75.15 traps version 2c <user input> 
09/19/19,10/22/15,dc1-acc-sw552.prod.cfg,NXOS,10 - IDENTITY,PASS,
09/19/19,10/22/15,dc1-acc-sw552.prod.cfg,NXOS,11 - BANNER,FAIL,Computer System Terms of Use <user input> 
09/19/19,10/22/15,dc1-acc-sw552.prod.cfg,NXOS,12 - SSH,PASS,
09/19/19,10/22/15,dc1-acc-sw552.prod.cfg,NXOS,13 - BOOT,PASS,
09/19/19,10/22/15,dc1-acc-sw552.prod.cfg,NXOS,15 - INT SEC,PASS,service timestamps log date time msec localtime show-timezone service timestamps debug datetime msec localtime show-timezone service password-encryption service tcp-keepalives-in service tcp-keepalives-out no service udp-small-servers no service tcp-small-servers no service finger no service pad service sequence-numbers 
09/19/19,10/22/15,dc1-acc-sw552.prod.cfg,NXOS,16 - RAPID ACL,PASS,boot system flash <user input> 
09/19/19,10/22/15,dc1-acc-sw552.prod.cfg,NXOS,17 - SNMP LOG,PASS,ip rcmd remote-host netadmin 153.7.254.114 netadmin ip rcmd rsh-enable 
09/19/19,10/22/15,dc1-acc-sw552.prod.cfg,NXOS,18 - INT DESCR,PASS,ip tacacs source-interface loopback0 ip tftp source-interface Loopback0 logging source-interface Loopback0 snmp-server trap-source Loopback0 
09/19/19,10/22/15,dc1-acc-sw552.prod.cfg,NXOS,19 - INT SEC,PASS,interface Vlan1  no ip bootp server  no ip http server  no ip http secure-server  no ip source-route  no ip identd 
09/19/19,10/22/15,dc1-acc-sw552.prod.cfg,NXOS,20 - IP SEC,PASS,interface Vlan1  no ip source-route 
09/19/19,10/22/15,dc1-acc-sw552.prod.cfg,NXOS,21 - LOGGING,PASS,interface Vlan1  logging server 172.27.75.31 use-vrf management  logging server 153.6.140.100 use-vrf management 
==============================
09/19/19,10/22/15,dc1-agg-ch01.prod.cfg,NXOS,1 - TACACS,PASS,
09/19/19,10/22/15,dc1-agg-ch01.prod.cfg,NXOS,2 - AAA,FAIL,aaa authentication login default group tacacs-servers aaa authentication login console group tacacs-servers aaa authorization config-commands default group tacacs-servers local aaa authorization commands default group tacacs-servers aaa accounting default group tacacs-servers 
09/19/19,10/22/15,dc1-agg-ch01.prod.cfg,NXOS,3 - MGMT,PASS,
09/19/19,10/22/15,dc1-agg-ch01.prod.cfg,NXOS,4 - MGMT Routing,PASS,
09/19/19,10/22/15,dc1-agg-ch01.prod.cfg,NXOS,5 - NTP,FAIL,ntp server 192.168.20.3 use-vrf management ntp server 192.168.20.4 use-vrf management ntp server 192.168.20.5 use-vrf management ntp server 192.168.20.6 use-vrf management 
09/19/19,10/22/15,dc1-agg-ch01.prod.cfg,NXOS,6 - DNS,FAIL,ip domain-name net.yoyodyne.com ip name-server 192.168.20.1 192.168.20.2 use-vrf management 
09/19/19,10/22/15,dc1-agg-ch01.prod.cfg,NXOS,8 - SNMP AUTH,PASS,
09/19/19,10/22/15,dc1-agg-ch01.prod.cfg,NXOS,9 - SNMP CFG,FAIL,snmp-server host 172.27.75.15 use-vrf management snmp-server host 172.27.75.22 use-vrf management snmp-server host 172.27.75.23 use-vrf management snmp-server host 138.69.236.138 use-vrf management snmp-server host 138.69.236.137 use-vrf management snmp-server host 172.27.75.21 use-vrf management snmp-server host 153.6.140.105 use-vrf management snmp-server host 153.6.140.140 use-vrf management snmp-server source-interface traps mgmt0 snmp-server host 172.27.75.15 traps version 2c <user input> 
09/19/19,10/22/15,dc1-agg-ch01.prod.cfg,NXOS,10 - IDENTITY,PASS,
09/19/19,10/22/15,dc1-agg-ch01.prod.cfg,NXOS,11 - BANNER,FAIL,Computer System Terms of Use <user input> 
09/19/19,10/22/15,dc1-agg-ch01.prod.cfg,NXOS,12 - SSH,PASS,
09/19/19,10/22/15,dc1-agg-ch01.prod.cfg,NXOS,13 - BOOT,PASS,
09/19/19,10/22/15,dc1-agg-ch01.prod.cfg,NXOS,15 - INT SEC,PASS,service timestamps log date time msec localtime show-timezone service timestamps debug datetime msec localtime show-timezone service password-encryption service tcp-keepalives-in service tcp-keepalives-out no service udp-small-servers no service tcp-small-servers no service finger no service pad service sequence-numbers 
09/19/19,10/22/15,dc1-agg-ch01.prod.cfg,NXOS,16 - RAPID ACL,PASS,boot system flash <user input> 
09/19/19,10/22/15,dc1-agg-ch01.prod.cfg,NXOS,17 - SNMP LOG,PASS,ip rcmd remote-host netadmin 153.7.254.114 netadmin ip rcmd rsh-enable 
09/19/19,10/22/15,dc1-agg-ch01.prod.cfg,NXOS,18 - INT DESCR,PASS,ip tacacs source-interface loopback0 ip tftp source-interface Loopback0 logging source-interface Loopback0 snmp-server trap-source Loopback0 
09/19/19,10/22/15,dc1-agg-ch01.prod.cfg,NXOS,19 - INT SEC,PASS,interface mgmt0  no ip bootp server  no ip http server  no ip http secure-server  no ip source-route  no ip identd 
09/19/19,10/22/15,dc1-agg-ch01.prod.cfg,NXOS,20 - IP SEC,PASS,interface mgmt0  no ip source-route 
09/19/19,10/22/15,dc1-agg-ch01.prod.cfg,NXOS,21 - LOGGING,PASS,interface mgmt0  logging server 172.27.75.31 use-vrf management  logging server 153.6.140.100 use-vrf management 
==============================
09/19/19,10/22/15,dc1-agg-ch02.prod.cfg,NXOS,1 - TACACS,PASS,
09/19/19,10/22/15,dc1-agg-ch02.prod.cfg,NXOS,2 - AAA,FAIL,aaa authentication login default group tacacs-servers aaa authentication login console group tacacs-servers aaa authorization config-commands default group tacacs-servers local aaa authorization commands default group tacacs-servers aaa accounting default group tacacs-servers 
09/19/19,10/22/15,dc1-agg-ch02.prod.cfg,NXOS,3 - MGMT,PASS,
09/19/19,10/22/15,dc1-agg-ch02.prod.cfg,NXOS,4 - MGMT Routing,PASS,
09/19/19,10/22/15,dc1-agg-ch02.prod.cfg,NXOS,5 - NTP,FAIL,ntp server 192.168.20.3 use-vrf management ntp server 192.168.20.4 use-vrf management ntp server 192.168.20.5 use-vrf management ntp server 192.168.20.6 use-vrf management 
09/19/19,10/22/15,dc1-agg-ch02.prod.cfg,NXOS,6 - DNS,FAIL,ip domain-name net.yoyodyne.com ip name-server 192.168.20.1 192.168.20.2 use-vrf management 
09/19/19,10/22/15,dc1-agg-ch02.prod.cfg,NXOS,8 - SNMP AUTH,PASS,
09/19/19,10/22/15,dc1-agg-ch02.prod.cfg,NXOS,9 - SNMP CFG,FAIL,snmp-server host 172.27.75.15 use-vrf management snmp-server host 172.27.75.22 use-vrf management snmp-server host 172.27.75.23 use-vrf management snmp-server host 138.69.236.138 use-vrf management snmp-server host 138.69.236.137 use-vrf management snmp-server host 172.27.75.21 use-vrf management snmp-server host 153.6.140.105 use-vrf management snmp-server host 153.6.140.140 use-vrf management snmp-server source-interface traps mgmt0 snmp-server host 172.27.75.15 traps version 2c <user input> 
09/19/19,10/22/15,dc1-agg-ch02.prod.cfg,NXOS,10 - IDENTITY,PASS,
09/19/19,10/22/15,dc1-agg-ch02.prod.cfg,NXOS,11 - BANNER,FAIL,Computer System Terms of Use <user input> 
09/19/19,10/22/15,dc1-agg-ch02.prod.cfg,NXOS,12 - SSH,PASS,
09/19/19,10/22/15,dc1-agg-ch02.prod.cfg,NXOS,13 - BOOT,PASS,
09/19/19,10/22/15,dc1-agg-ch02.prod.cfg,NXOS,15 - INT SEC,PASS,service timestamps log date time msec localtime show-timezone service timestamps debug datetime msec localtime show-timezone service password-encryption service tcp-keepalives-in service tcp-keepalives-out no service udp-small-servers no service tcp-small-servers no service finger no service pad service sequence-numbers 
09/19/19,10/22/15,dc1-agg-ch02.prod.cfg,NXOS,16 - RAPID ACL,PASS,boot system flash <user input> 
09/19/19,10/22/15,dc1-agg-ch02.prod.cfg,NXOS,17 - SNMP LOG,PASS,ip rcmd remote-host netadmin 153.7.254.114 netadmin ip rcmd rsh-enable 
09/19/19,10/22/15,dc1-agg-ch02.prod.cfg,NXOS,18 - INT DESCR,PASS,ip tacacs source-interface loopback0 ip tftp source-interface Loopback0 logging source-interface Loopback0 snmp-server trap-source Loopback0 
09/19/19,10/22/15,dc1-agg-ch02.prod.cfg,NXOS,19 - INT SEC,PASS,interface mgmt0  no ip bootp server  no ip http server  no ip http secure-server  no ip identd 
09/19/19,10/22/15,dc1-agg-ch02.prod.cfg,NXOS,20 - IP SEC,PASS,
09/19/19,10/22/15,dc1-agg-ch02.prod.cfg,NXOS,21 - LOGGING,PASS,interface mgmt0  logging server 172.27.75.31 use-vrf management  logging server 153.6.140.100 use-vrf management 
==============================
09/19/19,10/22/15,dc1-agg-sw001a.corp.cfg,NXOS,1 - TACACS,FAIL,feature privilege tacacs-server key 7 <user input> 
09/19/19,10/22/15,dc1-agg-sw001a.corp.cfg,NXOS,2 - AAA,FAIL,aaa authentication login default group tacacs-servers aaa authentication login console group tacacs-servers aaa authorization config-commands default group tacacs-servers local aaa authorization commands default group tacacs-servers aaa accounting default group tacacs-servers 
09/19/19,10/22/15,dc1-agg-sw001a.corp.cfg,NXOS,3 - MGMT,PASS,
09/19/19,10/22/15,dc1-agg-sw001a.corp.cfg,NXOS,4 - MGMT Routing,PASS,
09/19/19,10/22/15,dc1-agg-sw001a.corp.cfg,NXOS,5 - NTP,FAIL,ntp server 192.168.20.3 use-vrf management ntp server 192.168.20.4 use-vrf management ntp server 192.168.20.5 use-vrf management ntp server 192.168.20.6 use-vrf management 
09/19/19,10/22/15,dc1-agg-sw001a.corp.cfg,NXOS,6 - DNS,FAIL,ip domain-name net.yoyodyne.com 
09/19/19,10/22/15,dc1-agg-sw001a.corp.cfg,NXOS,8 - SNMP AUTH,PASS,
09/19/19,10/22/15,dc1-agg-sw001a.corp.cfg,NXOS,9 - SNMP CFG,FAIL,snmp-server host 172.27.75.15 use-vrf management snmp-server host 172.27.75.22 use-vrf management snmp-server host 172.27.75.23 use-vrf management snmp-server host 138.69.236.138 use-vrf management snmp-server host 138.69.236.137 use-vrf management snmp-server host 172.27.75.21 use-vrf management snmp-server host 153.6.140.105 use-vrf management snmp-server host 153.6.140.140 use-vrf management snmp-server source-interface traps mgmt0 snmp-server host 172.27.75.15 traps version 2c <user input> 
09/19/19,10/22/15,dc1-agg-sw001a.corp.cfg,NXOS,10 - IDENTITY,PASS,
09/19/19,10/22/15,dc1-agg-sw001a.corp.cfg,NXOS,11 - BANNER,FAIL,Computer System Terms of Use <user input> 
09/19/19,10/22/15,dc1-agg-sw001a.corp.cfg,NXOS,12 - SSH,PASS,
09/19/19,10/22/15,dc1-agg-sw001a.corp.cfg,NXOS,13 - BOOT,FAIL,boot kickstart bootflash: <user input> 
09/19/19,10/22/15,dc1-agg-sw001a.corp.cfg,NXOS,15 - INT SEC,PASS,service timestamps log date time msec localtime show-timezone service timestamps debug datetime msec localtime show-timezone service password-encryption service tcp-keepalives-in service tcp-keepalives-out no service udp-small-servers no service tcp-small-servers no service finger no service pad service sequence-numbers 
09/19/19,10/22/15,dc1-agg-sw001a.corp.cfg,NXOS,16 - RAPID ACL,PASS,boot system flash <user input> 
09/19/19,10/22/15,dc1-agg-sw001a.corp.cfg,NXOS,17 - SNMP LOG,PASS,ip rcmd remote-host netadmin 153.7.254.114 netadmin ip rcmd rsh-enable 
09/19/19,10/22/15,dc1-agg-sw001a.corp.cfg,NXOS,18 - INT DESCR,PASS,ip tacacs source-interface loopback0 ip tftp source-interface Loopback0 logging source-interface Loopback0 snmp-server trap-source Loopback0 
09/19/19,10/22/15,dc1-agg-sw001a.corp.cfg,NXOS,19 - INT SEC,PASS,interface mgmt0  no ip bootp server  no ip http server  no ip http secure-server  no ip source-route  no ip identd 
09/19/19,10/22/15,dc1-agg-sw001a.corp.cfg,NXOS,20 - IP SEC,PASS,interface mgmt0  no ip source-route 
09/19/19,10/22/15,dc1-agg-sw001a.corp.cfg,NXOS,21 - LOGGING,PASS,interface mgmt0  logging server 172.27.75.31 use-vrf management  logging server 153.6.140.100 use-vrf management 
==============================
09/19/19,10/22/15,dc1-agg-sw001.corp.cfg,NXOS,1 - TACACS,PASS,
09/19/19,10/22/15,dc1-agg-sw001.corp.cfg,NXOS,2 - AAA,FAIL,aaa authentication login default group tacacs-servers aaa authentication login console group tacacs-servers aaa authorization config-commands default group tacacs-servers local aaa authorization commands default group tacacs-servers aaa accounting default group tacacs-servers 
09/19/19,10/22/15,dc1-agg-sw001.corp.cfg,NXOS,3 - MGMT,PASS,
09/19/19,10/22/15,dc1-agg-sw001.corp.cfg,NXOS,4 - MGMT Routing,PASS,
09/19/19,10/22/15,dc1-agg-sw001.corp.cfg,NXOS,5 - NTP,FAIL,ntp server 192.168.20.3 use-vrf management ntp server 192.168.20.4 use-vrf management ntp server 192.168.20.5 use-vrf management ntp server 192.168.20.6 use-vrf management 
09/19/19,10/22/15,dc1-agg-sw001.corp.cfg,NXOS,6 - DNS,FAIL,ip domain-name net.yoyodyne.com ip name-server 192.168.20.1 192.168.20.2 use-vrf management 
09/19/19,10/22/15,dc1-agg-sw001.corp.cfg,NXOS,8 - SNMP AUTH,PASS,
09/19/19,10/22/15,dc1-agg-sw001.corp.cfg,NXOS,9 - SNMP CFG,FAIL,snmp-server host 172.27.75.15 use-vrf management snmp-server host 172.27.75.22 use-vrf management snmp-server host 172.27.75.23 use-vrf management snmp-server host 138.69.236.138 use-vrf management snmp-server host 138.69.236.137 use-vrf management snmp-server host 172.27.75.21 use-vrf management snmp-server host 153.6.140.105 use-vrf management snmp-server host 153.6.140.140 use-vrf management snmp-server source-interface traps mgmt0 snmp-server host 172.27.75.15 traps version 2c <user input> 
09/19/19,10/22/15,dc1-agg-sw001.corp.cfg,NXOS,10 - IDENTITY,PASS,
09/19/19,10/22/15,dc1-agg-sw001.corp.cfg,NXOS,11 - BANNER,FAIL,Computer System Terms of Use <user input> 
09/19/19,10/22/15,dc1-agg-sw001.corp.cfg,NXOS,12 - SSH,PASS,
09/19/19,10/22/15,dc1-agg-sw001.corp.cfg,NXOS,13 - BOOT,FAIL,boot kickstart bootflash: <user input> 
09/19/19,10/22/15,dc1-agg-sw001.corp.cfg,NXOS,15 - INT SEC,PASS,service timestamps log date time msec localtime show-timezone service timestamps debug datetime msec localtime show-timezone service password-encryption service tcp-keepalives-in service tcp-keepalives-out no service udp-small-servers no service tcp-small-servers no service finger no service pad service sequence-numbers 
09/19/19,10/22/15,dc1-agg-sw001.corp.cfg,NXOS,16 - RAPID ACL,PASS,boot system flash <user input> 
09/19/19,10/22/15,dc1-agg-sw001.corp.cfg,NXOS,17 - SNMP LOG,PASS,ip rcmd remote-host netadmin 153.7.254.114 netadmin ip rcmd rsh-enable 
09/19/19,10/22/15,dc1-agg-sw001.corp.cfg,NXOS,18 - INT DESCR,PASS,ip tacacs source-interface loopback0 ip tftp source-interface Loopback0 logging source-interface Loopback0 snmp-server trap-source Loopback0 
09/19/19,10/22/15,dc1-agg-sw001.corp.cfg,NXOS,19 - INT SEC,PASS,interface mgmt0  no ip bootp server  no ip http server  no ip http secure-server  no ip source-route  no ip identd 
09/19/19,10/22/15,dc1-agg-sw001.corp.cfg,NXOS,20 - IP SEC,PASS,interface mgmt0  no ip source-route 
09/19/19,10/22/15,dc1-agg-sw001.corp.cfg,NXOS,21 - LOGGING,PASS,interface mgmt0  logging server 172.27.75.31 use-vrf management  logging server 153.6.140.100 use-vrf management 
==============================
09/19/19,10/22/15,dc1-agg-sw001.prod.cfg,NXOS,1 - TACACS,PASS,
09/19/19,10/22/15,dc1-agg-sw001.prod.cfg,NXOS,2 - AAA,FAIL,aaa authentication login default group tacacs-servers aaa authentication login console group tacacs-servers aaa authorization config-commands default group tacacs-servers local aaa authorization commands default group tacacs-servers aaa accounting default group tacacs-servers 
09/19/19,10/22/15,dc1-agg-sw001.prod.cfg,NXOS,3 - MGMT,PASS,
09/19/19,10/22/15,dc1-agg-sw001.prod.cfg,NXOS,4 - MGMT Routing,PASS,
09/19/19,10/22/15,dc1-agg-sw001.prod.cfg,NXOS,5 - NTP,FAIL,ntp server 192.168.20.3 use-vrf management ntp server 192.168.20.4 use-vrf management ntp server 192.168.20.5 use-vrf management ntp server 192.168.20.6 use-vrf management 
09/19/19,10/22/15,dc1-agg-sw001.prod.cfg,NXOS,6 - DNS,FAIL,ip domain-name net.yoyodyne.com ip name-server 192.168.20.1 192.168.20.2 use-vrf management 
09/19/19,10/22/15,dc1-agg-sw001.prod.cfg,NXOS,8 - SNMP AUTH,PASS,
09/19/19,10/22/15,dc1-agg-sw001.prod.cfg,NXOS,9 - SNMP CFG,FAIL,snmp-server host 172.27.75.15 use-vrf management snmp-server host 172.27.75.22 use-vrf management snmp-server host 172.27.75.23 use-vrf management snmp-server host 138.69.236.138 use-vrf management snmp-server host 138.69.236.137 use-vrf management snmp-server host 172.27.75.21 use-vrf management snmp-server host 153.6.140.105 use-vrf management snmp-server host 153.6.140.140 use-vrf management snmp-server source-interface traps mgmt0 snmp-server host 172.27.75.15 traps version 2c <user input> 
09/19/19,10/22/15,dc1-agg-sw001.prod.cfg,NXOS,10 - IDENTITY,PASS,
09/19/19,10/22/15,dc1-agg-sw001.prod.cfg,NXOS,11 - BANNER,FAIL,Computer System Terms of Use <user input> 
09/19/19,10/22/15,dc1-agg-sw001.prod.cfg,NXOS,12 - SSH,FAIL,hostname <user input> 
09/19/19,10/22/15,dc1-agg-sw001.prod.cfg,NXOS,13 - BOOT,FAIL,boot kickstart bootflash: <user input> 
09/19/19,10/22/15,dc1-agg-sw001.prod.cfg,NXOS,15 - INT SEC,PASS,service timestamps log date time msec localtime show-timezone service timestamps debug datetime msec localtime show-timezone service password-encryption service tcp-keepalives-in service tcp-keepalives-out no service udp-small-servers no service tcp-small-servers no service finger no service pad service sequence-numbers 
09/19/19,10/22/15,dc1-agg-sw001.prod.cfg,NXOS,16 - RAPID ACL,PASS,boot system flash <user input> 
09/19/19,10/22/15,dc1-agg-sw001.prod.cfg,NXOS,17 - SNMP LOG,PASS,ip rcmd remote-host netadmin 153.7.254.114 netadmin ip rcmd rsh-enable 
09/19/19,10/22/15,dc1-agg-sw001.prod.cfg,NXOS,18 - INT DESCR,PASS,ip tacacs source-interface loopback0 ip tftp source-interface Loopback0 logging source-interface Loopback0 snmp-server trap-source Loopback0 
09/19/19,10/22/15,dc1-agg-sw001.prod.cfg,NXOS,19 - INT SEC,PASS,interface mgmt0  no ip bootp server  no ip http server  no ip http secure-server  no ip source-route  no ip identd 
09/19/19,10/22/15,dc1-agg-sw001.prod.cfg,NXOS,20 - IP SEC,PASS,interface mgmt0  no ip source-route 
09/19/19,10/22/15,dc1-agg-sw001.prod.cfg,NXOS,21 - LOGGING,PASS,interface mgmt0  logging server 172.27.75.31 use-vrf management  logging server 153.6.140.100 use-vrf management 
==============================
09/19/19,10/22/15,dc1-agg-sw01.prod.cfg,NXOS,1 - TACACS,FAIL,feature privilege tacacs-server key 7 <user input> 
09/19/19,10/22/15,dc1-agg-sw01.prod.cfg,NXOS,2 - AAA,FAIL,aaa authentication login default group tacacs-servers aaa authentication login console group tacacs-servers aaa authorization config-commands default group tacacs-servers local aaa authorization commands default group tacacs-servers aaa accounting default group tacacs-servers 
09/19/19,10/22/15,dc1-agg-sw01.prod.cfg,NXOS,3 - MGMT,PASS,
09/19/19,10/22/15,dc1-agg-sw01.prod.cfg,NXOS,4 - MGMT Routing,PASS,
09/19/19,10/22/15,dc1-agg-sw01.prod.cfg,NXOS,5 - NTP,FAIL,ntp server 192.168.20.3 use-vrf management ntp server 192.168.20.4 use-vrf management ntp server 192.168.20.5 use-vrf management ntp server 192.168.20.6 use-vrf management 
09/19/19,10/22/15,dc1-agg-sw01.prod.cfg,NXOS,6 - DNS,FAIL,ip domain-name net.yoyodyne.com ip name-server 192.168.20.1 192.168.20.2 use-vrf management 
09/19/19,10/22/15,dc1-agg-sw01.prod.cfg,NXOS,8 - SNMP AUTH,PASS,
09/19/19,10/22/15,dc1-agg-sw01.prod.cfg,NXOS,9 - SNMP CFG,FAIL,snmp-server host 172.27.75.15 use-vrf management snmp-server host 172.27.75.22 use-vrf management snmp-server host 172.27.75.23 use-vrf management snmp-server host 138.69.236.138 use-vrf management snmp-server host 138.69.236.137 use-vrf management snmp-server host 172.27.75.21 use-vrf management snmp-server host 153.6.140.105 use-vrf management snmp-server host 153.6.140.140 use-vrf management snmp-server source-interface traps mgmt0 snmp-server host 172.27.75.15 traps version 2c <user input> 
09/19/19,10/22/15,dc1-agg-sw01.prod.cfg,NXOS,10 - IDENTITY,PASS,
09/19/19,10/22/15,dc1-agg-sw01.prod.cfg,NXOS,11 - BANNER,FAIL,Computer System Terms of Use <user input> 
09/19/19,10/22/15,dc1-agg-sw01.prod.cfg,NXOS,12 - SSH,PASS,
09/19/19,10/22/15,dc1-agg-sw01.prod.cfg,NXOS,13 - BOOT,PASS,
09/19/19,10/22/15,dc1-agg-sw01.prod.cfg,NXOS,15 - INT SEC,PASS,service timestamps log date time msec localtime show-timezone service timestamps debug datetime msec localtime show-timezone service password-encryption service tcp-keepalives-in service tcp-keepalives-out no service udp-small-servers no service tcp-small-servers no service finger no service pad service sequence-numbers 
09/19/19,10/22/15,dc1-agg-sw01.prod.cfg,NXOS,16 - RAPID ACL,PASS,boot system flash <user input> 
09/19/19,10/22/15,dc1-agg-sw01.prod.cfg,NXOS,17 - SNMP LOG,PASS,ip rcmd remote-host netadmin 153.7.254.114 netadmin ip rcmd rsh-enable 
09/19/19,10/22/15,dc1-agg-sw01.prod.cfg,NXOS,18 - INT DESCR,PASS,ip tacacs source-interface loopback0 ip tftp source-interface Loopback0 logging source-interface Loopback0 snmp-server trap-source Loopback0 
09/19/19,10/22/15,dc1-agg-sw01.prod.cfg,NXOS,19 - INT SEC,PASS,interface Vlan1  no ip bootp server  no ip http server  no ip http secure-server  no ip source-route  no ip identd 
09/19/19,10/22/15,dc1-agg-sw01.prod.cfg,NXOS,20 - IP SEC,PASS,interface Vlan1  no ip source-route 
09/19/19,10/22/15,dc1-agg-sw01.prod.cfg,NXOS,21 - LOGGING,PASS,interface Vlan1  logging server 172.27.75.31 use-vrf management  logging server 153.6.140.100 use-vrf management 
==============================
09/19/19,10/22/15,dc1-agg-sw02.prod.cfg,NXOS,1 - TACACS,FAIL,feature privilege tacacs-server key 7 <user input> 
09/19/19,10/22/15,dc1-agg-sw02.prod.cfg,NXOS,2 - AAA,FAIL,aaa authentication login default group tacacs-servers aaa authentication login console group tacacs-servers aaa authorization config-commands default group tacacs-servers local aaa authorization commands default group tacacs-servers aaa accounting default group tacacs-servers 
09/19/19,10/22/15,dc1-agg-sw02.prod.cfg,NXOS,3 - MGMT,PASS,
09/19/19,10/22/15,dc1-agg-sw02.prod.cfg,NXOS,4 - MGMT Routing,PASS,
09/19/19,10/22/15,dc1-agg-sw02.prod.cfg,NXOS,5 - NTP,FAIL,ntp server 192.168.20.3 use-vrf management ntp server 192.168.20.4 use-vrf management ntp server 192.168.20.5 use-vrf management ntp server 192.168.20.6 use-vrf management 
